,Datetime,Text,user,retweets
22,2020-03-21 18:54:31+00:00,Two beautiful Brooklyn cygnet swan siblings were reunited this morning after successful rehabilitation @wildbirdfund. #calmingvideos #calmingsounds #wildlife #urbanjungle #socialdistancing #shelterinplace #vegansofnyc #vegansofny #covid_19 #coronavirus ,theanimalvoters,6
23,2020-03-21 18:50:37+00:00,#coronavirus We are there to respond to your questions 24×7. #COVIDー19,IndiainNewYork,10
24,2020-03-21 18:49:59+00:00,#Hoboken orders an end to @Airbnb &amp; other short term rentals @NBCNews #coronavirus ,brian4NY,21
25,2020-03-21 18:06:28+00:00,My prayers to all the healthcare professionals treating Coronavirus patients 24/7 with barely any break. Props and respect to you all.,ileshhp,6
26,2020-03-21 17:13:17+00:00,Fascinating Coronavirus mass testing experiment in Italian town appears to have halted COVID-19 outbreak ,anya1anya,14
27,2020-03-21 16:29:50+00:00,The COVID-19 pandemic has caused parks across the country to close. I visited New York's Central Park to see why these outdoor spaces are important. #CoronavirusPandemic #coronavirus #CoronaVirusUpdate #parks,DHenryTV,10
28,2020-03-21 16:14:12+00:00,"Twitter since the coronavirus canceled the season: “On this day in 1947 Syracuse played a game. Here’s a made up bracket, cast your vote! Who is your favorite player? Check this old highlight video and omg Dior Johnson put ‘Syracuse commit’ in his bio, should we be worried?”",JamesSzuba,2
29,2020-03-21 16:07:55+00:00,"The Coronavirus Diaries, Day 9: Mental Prepping ",BrianKeene,9
30,2020-03-21 15:45:00+00:00,Breaking news: @NYGovCuomo says that a majority (54%) of coronavirus cases in New York are people between the ages of 18-49. Gov. Cuomo says non-compliance of social distancing is to blame. #pandemic #coronavirus,javimorgado,23
31,2020-03-21 15:21:59+00:00,".@NYGovCuomo just announced the latest number of #coronavirus cases in New York. A total of 10,356 cases. ",jennamdeangelis,6
32,2020-03-21 15:02:31+00:00,NEWS: @BernieSanders campaign just raised $2 million to blunt the spread of Coronavirus giving the $$$to 5 charities helping those affected ,AndrewCraft,11
33,2020-03-21 14:34:01+00:00,More about my phone call w/ Trump yesterday about coronavirus and how the homeless and incarcerated must be protected. @ImpactTVNetwork @NationalAction @1190amWLIB #NANSaturdayActionRally – at National Action Network,TheRevAl,10
34,2020-03-21 14:31:11+00:00,"Talking about the coronavirus pandemic, the lack of testing, and how this is all impacting the already underserved community. @ImpactTVNetwork @1190amwlib @NationalAction #NANsaturdayactionrally – at National Action Network",TheRevAl,7
35,2020-03-21 14:09:46+00:00,Our team member @getneuro has started a #scicomm channel!! Here she is explaining some of the basics of #coronavirus #COVID Safe to say it’s AMAZING!! We can wait for the next one! ,cientificolatin,4
36,2020-03-21 04:13:27+00:00,Why isn’t anyone doing any cute CoronaVirus stuff in my neighborhood? I took a walk and all I saw was a fistfight in a fruit market.,lostblackboy,0
37,2020-03-21 03:38:31+00:00,Stay Inside? New Yorkers Open Spring in Crowds Despite Coronavirus Fears https://www.ny1.com/nyc/all-boroughs/news/2020/03/21/coronavirus-update-in-nyc-new-york-coronavirus-latest-people-gather-in-crowds-despite-order?cid=share_twitter @NY1,ShannanFerry,8
38,2020-03-21 03:19:38+00:00,AOC discusses the proposed coronavirus stimulus deal and the fight for UBI @AOC via @instagram,thedailyangle,10
39,2020-03-21 00:26:19+00:00,#NYC buses are providing free rides during the #Coronavirus pandemic for essential workers! ,ydanis,5
40,2020-03-21 00:25:38+00:00,Just a week ago there were almost no Tampa Bay Buccaneer fans now there are thousands. Just like the coronavirus.,camachbrO,0
41,2020-03-21 00:24:30+00:00,"Isolation dinner. Roast pork tenderloin, Parmesan couscous, and green peas served with a nice red wine. I think I’m good. How are you guys doing out there?￼. #Dinner #Isolation #Coronavirus #Couscous #Peas #Wine… https://www.instagram.com/p/B9-bfuag8aG/?igshid=14kjfb99725l9",zagnut99,0
42,2020-03-21 00:24:01+00:00,god made me single because he knew my immune system wouldn’t be able to handle the coronavirus ,ariellenyc,1
43,2020-03-21 00:23:25+00:00,"#coronavirus #covıd19 #covid_19 #staysafe @Brooklyn, New York https://www.instagram.com/p/B9-bXqgDk1Nq580sTCKtmLwm14R9WW-m97mVyE0/?igshid=175ig0zhp656d",NatalieJFrenkel,0
44,2020-03-21 00:23:11+00:00,Shock moment ‘wheezing man collapses on New York subway’ as city is gripped by coronavirus panic – The US Sun https://www.the-sun.com/news/568784/coronavirus-new-york-city-subway-shocking-moment/ The scene I witnessed today #Covid_19 #CoronaCrisis #MTA #NYC,Pilly_Prado,2
45,2020-03-21 00:22:09+00:00,"I had a nice Friday evening chat with my friend @johnshrader on his #WatchtheMedia podcast. Topic: How #COVID19 #coronavirus has changed the way journalists go about doing our jobs in #NYC. Thanks for having me on, John!",SteveScottNEWS,2
46,2020-03-21 00:20:06+00:00,How to Cope with Depressive Thinking During the Coronavirus | Psychology Today ,JWilliamsLMHC,0
47,2020-03-21 00:18:19+00:00,"“If we choose global solidarity, it will be a victory not only against the coronavirus, but against all future epidemics and crises that might assail humankind in the 21st century.”",sarahleah1,4
48,2020-03-21 00:16:55+00:00,"#Brexit #UK in a nutshell. Wanting to become a deregulated disruptive tax haven and a Singapore at the doors of Europe and having the strategy to let everyone infect by #coronavirus to lose the weak ""expensive"" pensionists and sick. Boris Johnson's human hating approach. ",PascalGienger,4
49,2020-03-21 00:16:33+00:00,What really weirds me out about this whole Coronavirus panic; the amount of “How to Wash Your Hands” directions videos being posted..... What the fuck were you filthy pigs doing before all of this?! pic.twitter.com/fP5EIKjf8V,C0VELLI,0
50,2020-03-21 00:14:14+00:00," The ripple effects of the #coronavirus: @propertynest survey shows that 40% of New Yorkers will not be able to pay rent when out of the job due to this pandemic, via @newyorkpost @JenGouldKeil - https://nypost.com/2020/03/20/layoffs-may-prevent-40-of-new-yorkers-from-paying-rent-study-claims/amp/ —- #NYC",Falansai,0
51,2020-03-21 00:14:03+00:00,At this moment NYC alone has approximately 1/3 of all #Coronavirus cases in the U.S. NY State has about 2/3 of all cases in the U.S. We have over 8.5 Million NYers. It is crucial that we get a grip on #COVID19 before many more people fall ill. #FlattenTheCurve,ydanis,3
52,2020-03-21 00:14:02+00:00,It’s been ~13.5 years since we were all in the same room but #coronavirus quarantines across 6 different countries got us all back together tonight for a virtual happy hour. Taking time to enjoy things like this during these crazy days #StayAtHome #StrongerTogether,KatzAndrewS,0
53,2020-03-21 00:13:01+00:00,"Things were bad for millions of workers before the crisis. They’re even more desperate now. If you can, please spread the word. Donate. Help fund workers affected by the Coronavirus. And join the fight for a living wage. #NotMeUs https://twitter.com/sarujayaraman/status/1239591598859534339?s=21",thegregcarr,1
54,2020-03-21 00:12:50+00:00,"Social distancing leads to album cover ideas #Coronavirus #socialdistancing2020 #legos #nymusic #indie #indiemusic @Queens, New York https://www.instagram.com/p/B9-aKQPnm0S/?igshid=1q9iuvinc1o5c",city_barrel,0
55,2020-03-21 00:12:15+00:00,"Join us Saturday, March 21 at 3 p.m. for a Facebook Live session with Consul General and Team Consulate to connect & answer your questions. #coronavirus #Covid_19 https://www.facebook.com/378967205548294/posts/2576684059109920/",IndiainNewYork,6
56,2020-03-21 00:06:42+00:00,COVID-19 Update - Linda McCue's Interview with a Fort Lee Coronavirus Su... https://youtu.be/i7L8WL5AqKo via @YouTube Please watch! This is hopeful!,NievesP,0
57,2020-03-21 00:06:42+00:00,STILL GETTING IT IN A DROUGHT ayo_jerzgotem Filmed by : quayismajesty #coronavirus #comedy #comedyvideos #lysol #stayhealthy #stayhealthyandfit #coronavirusmemes @Central Harlem https://www.instagram.com/p/B99L78OJe8K/?igshid=1drub9qw4c41j,AsFlyAsItGets,0
58,2020-03-21 00:03:32+00:00,Why did I read ‘Coronavirus’ in Cardi B’a voice ,_cayleejadee,1
59,2020-03-21 00:00:05+00:00,"Let’s make everything possible y’all. #keephopealive #staystrong #liveyourbestlife #coronavirus #makememories @New York, New York https://www.instagram.com/p/B9-Yhr_J27C/?igshid=1wuyhqaz9vi3q",latinanomad,0
0,2020-03-22 23:57:30+00:00,"“She’ll probably outlive all of us.” - Rosie on Bernadette, after admitting she was worried she had infected her with coronavirus",LouisPeitzman,6
1,2020-03-22 22:16:51+00:00,Coronavirus has taught me how much ice cream I can eat in one day,dougbies,12
2,2020-03-22 21:59:56+00:00,The President’s use of the term “the Chinese Virus” says everything about his goals. He’s a fear-mongering loser who has no idea how to help. @realDonaldTrump #COVIDIOT #CoronavirusNewYork #coronavirus,LindseyBoylan,16
3,2020-03-22 21:46:12+00:00,"Our #HIPC collaborators @SesmaLab and @KroganLab, together with @kevansf at the forefront of uncovering #COVID19 #coronavirus interacting host proteins &amp; drugs that target them! @hipcProject @ImmuneRegulate @IcahnMountSinai ",ZeynepHG,18
4,2020-03-22 19:53:43+00:00,"PSA: Docs now believe loss of smell/taste is a coronavirus symptom. Just had a loved one with this symptom test positive, and know of a few others who have been exposed that are now experiencing it. Important that people know about this. ",wheresKR,1352
5,2020-03-22 18:08:09+00:00,"Another day of eating 50,000 calories by 2PM & thinking I have coronavirus with no symptoms... this is who I am now, dressed like Mrs. Roper until this is all over",NYorNothing,177
6,2020-03-22 17:02:21+00:00,i just know coronavirus started here ,kyle4prezident,5
7,2020-03-22 16:54:59+00:00,"The media doesn’t want u to know this but there’s a coronavirus vaccine, it’s carbs, especially sfogliatelle! So stay home, drink ginger ale, &amp; eat pastina and Italian pastries #covid19",NYorNothing,20
8,2020-03-22 16:01:27+00:00,My superhero @celinegounder infectious disease doctor on the front lines treating patients in NYC. Thank you. Highly recommend her podcast @EPIDEMICpodcast for excellent #coronavirus coverage. #PublicHealthHero #GetMePPE @nycHealthy,jjfeds,34
9,2020-03-22 15:53:25+00:00,"My dad’s coronavirus care package for me includes: - a box of latex gloves (good) - hand sanitizer (good) - bottles of Tylenol, Aleve (good) - Clorox wipes (good) - a stack of 18 napkins (interesting) - a $25-off coupon for an oil change (?) Armenian parents, guys.",ikehaji,5
10,2020-03-22 15:45:51+00:00,"Donating $50,000 of N95 masks to help battle #coronavirus This was an absolute journey but well worth the effort https://youtu.be/8cwHsYJRDHo#PPEShortages #PPENow #GetMePPE #COVID19",RealDoctorMike,230
11,2020-03-22 15:24:07+00:00,We’ve been discussing Defense Production Act for a week. Why is President Trump dragging his feet?! Do it,Clarknt67,78
12,2020-03-22 14:42:42+00:00,"Scene from Oculus mall and transit station in New York, Saturday at 3pm. #coronavirus ",nickgillespie,34
13,2020-03-22 14:00:33+00:00,"If everything holds true to form, this will end with Trump suing the coronavirus.",tedalexandro,12
14,2020-03-22 07:13:05+00:00,"Robert Duran’s hands may be made of stone, but that doesn’t mean he doesn’t need to wash them. A timely reminder to wash for 20 seconds during the coronavirus pandemic ",ryansongalia,9
15,2020-03-22 05:09:03+00:00,"I can’t wrap my mind around how, in *this* moment, people are still gunning for Biden. Bernie dead ass forgot about presidency and just repurposed his campaign for #coronavirus relief. Warren, having dropped out, is pushing bills for emergency relief. What is Biden doing?",JJRodV,33
16,2020-03-22 04:12:11+00:00,Meet Owen....Owen was stationed under the Eiffel Tower during his service in the Army Air Force during WWII. His 101st birthday party was canceled because of the impact of the Coronavirus. Please Retweet and comment to help us make his upcoming birthday special. #StayAtHome,abalizak,235
17,2020-03-22 02:43:36+00:00,"Coronavirus outbreak, New York: March 21: 10,356 cases March 17: 1,700 cases March 13: 421 cases March 9: 142 cases March 5: 11 cases March 1: 1 case People are being selfish. #StayHomeSaveLives. Help to #FlattenTheCurve. #PleaseStayHome #COVID19outbreak #CoronavirusNewYork",isiah4congress,857
18,2020-03-22 02:21:21+00:00,It’s my 56 years old mom. She is fighting against coronavirus as much as her Americans colleagues in Turkey. We’re proud of and appreciate them. #solidarityat8 #SaglikcilariniAlkisla,sapieend,48
19,2020-03-22 00:29:38+00:00,"Question for ppl complaining about being bored during the coronavirus quarantine, have u heard of porn?",NYorNothing,72
20,2020-03-22 22:44:48+00:00,"Chilling to see #SaoPaulo, #Brazil’s largest city, gearing up for the worst and turning the #Anhembi Convention Center &amp; the #Pacaembu Stadium (@estadiopacaembu) into makeshift hospitals. #COVID19 #coronavirus @prefsp",mialvesdelima,11
21,2020-03-22 21:18:26+00:00,#CORONAVIRUS TINGS. IM DROPPING THIS WEEK #FREESWIZZYY,FGFlacko,15
22,2020-03-22 18:40:52+00:00,"New York will go on #PAUSE at 8pm tonight. If you see this phrase being used, here’s what it stands for: Policies Assure Uniform Safety for Everyone It’s a stay-at-home order for ALL non-essential workers. #Coronavirus",kayangrum,9
23,2020-03-22 18:02:55+00:00,#Breaking: #COVIDー19 #testing tents being set up now at Maimonides Medical Center in #Brooklyn. #news #coronavirus #CoronavirusNewYork #PIX11NEWS – at Maimonides Medical Center,BreakinNewsBoy,13
24,2020-03-22 17:58:11+00:00,"Team Coney is incredible, heroic and strong. We are so grateful for every worker on the frontline of the #coronavirus fight. #heroes",ConeyIslandHosp,5
25,2020-03-22 17:57:50+00:00,Yooo my wife is legit making a corner store run in her T-rex costume to protect from the 'Rona'. We aint gonna make it y'all. #EastNewYork #Brooklyn #coronavirus #QuaratineLife,IamClassicBeatz,11
26,2020-03-22 16:25:51+00:00,Just a friendly reminder during this difficult time. #coronavirus #weareinthistogether #mentalhealth #QuaratineLife,AskDr_Rachel,10
27,2020-03-22 16:08:17+00:00,Great news from today's @NYGovCuomo presser: @PANYNJ amazing Exec Director Rick Cotton no longer has coronavirus! We can get through this! #StayAtHome #FlattenTheCuve,julietighe17,5
28,2020-03-22 15:56:31+00:00,Definitely not another normal ride into New York City this morning - #Coronavirus shutting things down everywhere you look – at Lincoln Tunnel,MattWargo,4
29,2020-03-22 15:48:51+00:00,"So @NYGovCuomo is basically giving a pretty effective Sunday sermon, and telling Congress, the federal government and @realDonaldTrump what to do without being confrontational or adversarial. He is also telling @NYCMayor to come up with a plan he can review ASAP. #coronavirus",JuanMaBenitez,6
30,2020-03-22 15:34:56+00:00,"Update on #COVIDー19 in New York. There are now 15,168 cases of the coronavirus. That’s 4,812 new cases overnight.",KevRincon,21
31,2020-03-22 15:27:24+00:00,"#clinicaltrials for #Hydroxycloroquine #Chloroquine and #Azithromycin starting on Tuesday. Praying for positive results to help patients with #coronavirus. When this #CoronavirusOutbreak is over, wouldn’t it be wonderful if #clinicalresearch happened this fast?!?! #StayHome",drallysonocean,12
32,2020-03-22 15:08:24+00:00,"At least 100 people have lost their jobs in media over the past two weeks, with most outlets citing coronavirus as the direct cause. The hope is that these layoffs are only temporary ",kerrymflynn,8
33,2020-03-22 13:20:23+00:00,"Just wanted to share gratitude to all the nurses, doctors & healthcare workers doing the hardest work of anyone at personal risk during this #coronavirus crisis. Plus, supermarket cashiers &amp; stockers who have become heroes risking their own health for the greater good. #COVID19",LeeAbbamonte,6
34,2020-03-22 09:31:20+00:00,"I’ll probably write a blog post about this when we get to the 14th century in my lecture class, but I’d really like it if people were careful about Jews-as-disease-vectors language in their hot takes on #coronavirus clusters in Hasidic and other Jewish communities.",homophonous,2
35,2020-03-22 06:27:33+00:00,Even the Coronavirus dont like Staten ,Medimadii,2
36,2020-03-22 05:18:10+00:00,"""I am an MIT-trained physicist and complexity scientist who studies pandemics. I have warned about global pandemics due to increasing travel for 15 years. ... the only way to contain #COVID19Ontario in the US is a five-week national lockdown."" #coronavirus ",GSarafan,17
37,2020-03-22 01:27:18+00:00,corona virus positives &amp; negatives quit smoking eating healthy staying in daily contact with friends and family boredom isolation friends and family will die thus building stronger bonds with them will make their inevitable death that much more soul crushing,IANfidance,4
38,2020-03-22 00:18:33+00:00,Innovation born out of necessity - 7 minutes to test people for the #coronavirus in - great example - testing works as South Korea’s example showed the world. ,MaherNasserUN,8
39,2020-03-22 00:18:06+00:00,#coronavirus The American Public right now ,HiThereJakey,0
40,2020-03-22 00:17:50+00:00,Once upon a time before Corona virus this is how New York Looked like #PresidentCuomo #QuaratineLife #COVIDー19 #QuarantineOnlineParty #COVIDIOT #StayAtHome #ACNH #ChinaLiedAndPeopleDied #CoronavirusPandemic #WhenThisIsAllOver #QuarantineActivities #newyork,SciontC9,0
41,2020-03-22 00:15:53+00:00,Why fighting the coronavirus depends on you https://youtu.be/dSQztKXR6k0 via @YouTube. This explains it perfectly,sheiladunn123,0
42,2020-03-22 00:15:24+00:00,"@roy18977 @catturd2 If Term 'Chinese Coronavirus' Is Bigoted, CNN Turned Wildly Racist Just 4 Words into This Article ",chrisbrit1789,0
43,2020-03-22 00:15:18+00:00,We’re all sequestered jurors now. #coronavirus #COVID19 #coronanonsense #StayAtHome,JeniaMay,0
44,2020-03-22 00:14:38+00:00,"Wash your hands. Proper hygiene is a must! #coronaviruspreventiontips #coronavirus #quarantine #quarantineandchill @East Elmhurst, New York https://www.instagram.com/p/B-A_IphpiBx/?igshid=hptfxiuzsjm3",hitautobrokers,0
45,2020-03-22 00:14:10+00:00,"Crazy Saturday night #SocialDistancing in #NYC tonight with my little buddy, Hector! #coronavirus #COVID19",LeeAbbamonte,1
46,2020-03-22 00:13:53+00:00,"These nightly email updates from @NYGovCuomo are the best source of up to date information on the fight against the Coronavirus. This is an email I actually read. To sign up, click here: https://now.ny.gov/page/s/coronavirus-updates",TimFullerton,2
47,2020-03-22 00:11:47+00:00,How we botched the testing for Coronavirus despite getting our first confirmed case on the exact same day as South Korea. Runner up: Where is the Ark?,ethanjsacks,0
48,2020-03-22 00:10:33+00:00,A veces pienso que cuando me enfermé en enero fue por Coronavirus.,LegrottagIie,0
49,2020-03-22 00:09:57+00:00,Scientists were close to a coronavirus vaccine years ago. Then the money dried up. https://www.nbcnews.com/health/health-care/scientists-were-close-coronavirus-vaccine-years-ago-then-money-dried-n1150091 via @nbcnews,ad_holland,4
50,2020-03-22 00:08:10+00:00,Corona virus beat @Upper East Side https://www.instagram.com/p/B-A-S-jpX9s/?igshid=48bxf11r1ffw,atl4life74,0
51,2020-03-22 00:07:50+00:00,Coronavirus better be gone by next NFL season cuz I wanna see Brady in Tampa.,LegrottagIie,0
52,2020-03-22 00:06:47+00:00," ALERT Government confirms first known #Coronavirus case among people in temporary federal detention. This is in Sunset Park, Brooklyn Tell our federal reps to act NOW to safely #FreeThemAll before it’s too late. @SenSchumer, @NydiaVelazquez, @JerryNadler, @SenGillibrand",jmunizreyes,1
53,2020-03-22 00:05:37+00:00, Here's what I've learned so far while sheltering in place. How about you? #selfquarantine #flattenthecurve #shelterinplace #coronavirus #socialdistancing #nyc #coffee #comedy #nyc #lockdown #coffeelover @Seamless #delivery #sushi #chinesefood @FoodNetwork #StayTheFHome,traceybwilson,0
54,2020-03-22 00:04:41+00:00,After the corona virus epidemic slows down or Blows over Gonna start My weekly Stream playing board games/ Video games/ Card games w/ Some friends &amp; special guest ,HnHPromotions,0
55,2020-03-22 00:03:38+00:00,"I’m sorry nygovcuomo I can’t stay inside anymore.. #ballislife , I’m staying safe though #corona #coronavirus @RajaThat_ ballislife Who trying to play me 1 on 1? @Corona, New York https://www.instagram.com/p/B-A95fTn2xN/?igshid=1tbrg12okjbyn",ParisPapito,0
0,2020-03-23 23:06:34+00:00,This is amongst the most historically worst things ever said by a president. There is nothing to say but he is a lying POS. #coronavirus #COVID19,LindseyBoylan,13
1,2020-03-23 20:35:27+00:00,"I got tested for the Coronavirus on Tuesday. My test came back Saturday morning and like many others, I am positive for COVID-19/Coronavirus. https://www.facebook.com/732175082/posts/10163312200230083/?d=n",chadkimball1,18
2,2020-03-23 18:12:21+00:00,Calvin peeing on the coronavirus,maggieserota,123
3,2020-03-23 18:07:43+00:00,New York is the epicentre of the #coronavirus pandemic in America. So this couple got married on the streets with a friend officiating from his 4th floor window. Genius! ,LarryMadowo,731
4,2020-03-23 17:43:53+00:00,"We know the obvious jobs but I don’t want to forget a soul. If ur considered an “essential worker,” comment ur occupation so we can all say thanks! #coronavirus #COVID19 #COVIDIOTS",NYorNothing,38
5,2020-03-23 16:48:10+00:00,For all my dads out there during this time...be safe and try to have fun! #coronavirus #QuarantineLife from our fam to yours @christinaperri,PaulCostabile,54
6,2020-03-23 16:06:53+00:00,NY had its first confirmed case of coronavirus 41 days after WA but has already surpasssd it in #of deaths: NY 122 WA 98 CA 33 NJ 20 LA 20 FL 12 IL 9 MI 9 TX 7 MA 5,MarkLevineNYC,15
7,2020-03-23 15:50:40+00:00,Welp.. officially know someone with Coronavirus. None of you are funny anymore.,kush_jones_,5
8,2020-03-23 15:43:47+00:00,Today I’m grateful for -Doctors -Nurses -Chaplains -Teachers -Janitors -Grocery Store Staff -Farmers -Truck Drivers -EMT’s -Therapists -Clergy -Artists -Hospital Staff -Sanitation Workers -Electricians -Plumbers Thanks for holding us down #COVIDー19 #coronavirus,JJRodV,13
9,2020-03-23 12:13:02+00:00,“Key procedure vote” a cloture which his attendance would made absolutely no difference. But you people would have a 78 year old man travel into the Coronavirus infested Senate to shake hand with Rand Paul. ,Clarknt67,7
10,2020-03-23 11:17:22+00:00,"Trump's ""gee, that's too bad"" response to Romney's coronavirus isolation isn't really surprising — but the phrase does do a nice job of broadly summarizing where his empathy for perceived opponents is missing. ",pbump,28
11,2020-03-23 11:05:27+00:00,Line again a mile long of cars waiting for drive thru tests #coronavirus here in Northern Jersey @1010WINS,glennschuck,43
12,2020-03-23 07:39:14+00:00,"#CoronaVirus UNITED SIKHS is providing 30,000 meals for elderly &amp; needy who are Quarantined amidst COVID19 crisis in NYC. Help us continue the work we started to serve humanity in these difficult times and disseminate Guru Nanak’s message.DONATE @http://UNITEDSIKHS.ORG/donate",unitedsikhs,144
13,2020-03-23 04:38:57+00:00,"What the spread of the Coronavirus really means. Please, this is worth your time. #CoronavirusPandemic #StayHome",RyanFieldABC,25
14,2020-03-23 03:12:50+00:00,"Everynight New York City looks worse: 450 people in Intensive Care Units, 1800 hospitalized. The number infected: 10,674. In NY State 15,168. NYC deaths 99/114 in NYS. Hospital beds filling to max. #coronavirus #COVIDー19",Istanbultelaviv,13
15,2020-03-23 02:18:19+00:00,"When the dog groomer closes for #coronavirus social distancing, time to create a dog spa. @RosieKDog loved my daughter’s idea to give her a bath in mom’s tub. (T-shirt by @Waymo Laser Bear Honeycomb)",LizClaman,5
16,2020-03-23 02:13:33+00:00,"Good evening, 38 people in NYC jails have tested positive for coronavirus, and people on Rikers are striking in protest. No one should be incarcerated during a pandemic. If @NYCMayor @BilldeBlasio doesn’t empty our jails immediately, blood will be on his hands.",aaronnarraph,11
17,2020-03-23 01:05:37+00:00,“Mr. Murdoch is likable and handsome. But even his allies told me they no longer think he has the political savvy or the operational skills his job demands” — @benyt on the turmoil inside Fox News during coronavirus: ,edmundlee,47
18,2020-03-23 00:22:17+00:00,"Bernie Sanders livestreams to tens of thousands of people every night collabing with The Squad and answering pertinent coronavirus questions from twitch chat, meanwhile Joe Biden can't figure out how to use the internet with the lights in his house we're so screwed",Slasher,271
19,2020-03-23 00:20:23+00:00,"#NewYorkTough from times Square Yea we going thru alot, the streets are empty from this Virus but When this is all over, we gonna party like it's no other, we from New York, Let's get it back from coronavirus ",BrooklynAce18,50
20,2020-03-23 23:14:36+00:00,They want to fund abortion and kill babies and say they're going to save you from the Coronavirus what am I missing ,ssalcbp,8
21,2020-03-23 19:27:46+00:00,"Remember 10 days ago when Trump announced a tool Google was making to screen people for coronavirus tests? It's not quite what he promised, but I spoke with a friend who used the system to get a test over the weekend. ",pbump,7
22,2020-03-23 18:57:59+00:00,"I admire so many ways the good folks at the Times are covering coronavirus, especially from the health and metro sections. But the way they are portraying the policy surrounding it—as though it’s a fault of Democrats—is damaging.",pfpicardi,3
23,2020-03-23 18:08:40+00:00,"Shout out to my older brother, he just lost his job and his 51 year old biker buddy to #Coronavirus His friend was in good health with no pe-existing conditions. My brother sent my nephews and niece out of #nyc and to Memphis, away from the virus. Shit is getting REAL... ",GspotMMA,6
24,2020-03-23 17:05:02+00:00,I got the best Coronavirus mask. About to step out to the supermarket right quick! #SocialDistancing,peraltaprjct,1
25,2020-03-23 16:42:54+00:00,"This president has many failings, daily. Amongst the most significant & damaging right now is his continued failure to enforce the #DefenseProductionAct. @realDonaldTrump should have done it weeks ago &amp; his reluctance will cost Americans lives unnecessarily. #COVID19 #coronavirus",LindseyBoylan,6
26,2020-03-23 15:41:14+00:00,"People: I’m hosting a dialog on Coronavirus, Climate Change and the arts w/ @TheBrooklynRail coming up 1pm https://www.eventbrite.com/e/the-new-social-environment-paul-d-miller-aka-dj-spooky-tickets-100547582526 cc @billmckibben @jeremyscahill @jerrysaltz @neilhimself @lessig @tribelaw @dwallacewells @Richard_Florida @tiffanyshlain @alondra @HenryLouisGates",djspooky,5
27,2020-03-23 14:20:38+00:00,"Since when we can’t party to the song in the club, might as well do it at home @Zlatan_Ibile #COVIDー19 #CoronavirusNewYork #coronavirus #MondayMorning #papiojo",PAPI_OJO,6
28,2020-03-23 14:19:55+00:00,‘We’ve never received this many news tips about racism against Asians’: We are dealing with coronavirus like everyone else but also with the misguided hatred and ignorance directed our way ,andrewlavallee,8
29,2020-03-23 13:54:55+00:00,I need a vacation from Coronavirus!,peraltaprjct,18
30,2020-03-23 13:17:12+00:00,"Are there more silent #COVIDー19 spreaders than we thought? Iceland, which is able to test its entire population, found half of those who tested positive had no #coronavirus symptoms. More: https://trib.al/U5KMqpk",GSarafan,21
31,2020-03-23 11:43:06+00:00,Hell no! We need to help working- class and poor people. Not one dime so CEO’s can buy back stock and increase their salaries. #coronavirus ,isiah4congress,7
32,2020-03-23 11:41:25+00:00,More of the mile long line for #coronavirus tests in Paramus. Many waited since 4 am @1010WINS,glennschuck,19
33,2020-03-23 06:10:31+00:00,Me walking around the city once this coronavirus is over with its bullshit. ,gntlmnking,7
34,2020-03-23 03:00:59+00:00,"Well over 400,000 people and counting agree with this. Do you? #COVID19 #coronavirus #emergencymoney https://www.change.org/p/give-2000-month-to-every-american-moneyforthepeople-covid19",Change,26
35,2020-03-23 02:03:45+00:00,How to keep yourself and others around you safe during this coronavirus crisis. ,gntlmnking,15
36,2020-03-23 01:46:50+00:00,Coronavirus has entered the chat.,LouisPeitzman,1
37,2020-03-23 01:32:54+00:00,"Also tonight on @fox5ny #SportsXtra Darryl Strawberry talks #coronavirus &amp; #coloncancerawareness. Don’t let #covid_19 distract you from other major health issues you could be having. Straw is a #coloncancer #survivor, diagnosed MUCH younger than doctor recommended colonoscopies. – at WNYW Fox 5 Studios",TinaCervasio,7
38,2020-03-23 00:21:27+00:00,I’m getting weak out here #StayAtHome #newyorklockdown #coronavirus ,yourvokalnews,2
39,2020-03-23 00:20:21+00:00,Coronavirus crisis hits talent agencies as Paradigm lays off 100 staff ,tufkaa,0
40,2020-03-23 00:20:17+00:00,Are optical stores considered essential businesses during the #NYC #coronavirus shutdown?,TribeCalledCurl,0
41,2020-03-23 00:18:58+00:00,"Couple of questions (and I doubt anyone will know, but I’ll ask them anyway): Suppose the coronavirus forces the entire 2020 NFL to be canceled (worst case scenario). 1) Will the players under contract still be paid? 2) How will they determine the order of the 2021 draft?",jdny2,0
42,2020-03-23 00:16:12+00:00,Where is Betty White!! Is she safe? . #COVID19 #coronavirus,allieri,0
43,2020-03-23 00:16:02+00:00,"After this long and trying week, it’s Rose All Day time. Feet up, Rose is chilled, let the weekend of “Coronavirus battle is now a lost cause” begin! Ugghh. In other news, Arnot Roberts will get us through this… https://www.instagram.com/p/B-DkHN5JnFZ/?igshid=1wdem5zupjcto",mldisarno,0
44,2020-03-23 00:14:54+00:00,It will take a year - at best - to have a safe #coronavirus vaccine RT @60Minutes,MusicReviewer7,3
45,2020-03-23 00:13:36+00:00,"""The 48-year-old Lachlan Murdoch stood by as Fox News hosts played down the danger of the deadly coronavirus to their viewers."" ",JulieFarin,0
46,2020-03-23 00:11:51+00:00,NEW YORK STATE IS NOW ON PAUSE!!! All NON-Essential businesses have been ordered to CLOSE. #COVID19 #CoronaVirus,DJKingBori,1
